,year,state_code,state_name,municipal_code,municipal_name,asset_affected,crime_type,crime_subtype,modality,january,feburary,march,april,may,june,july,august,september,october,november,december,geo-id,population,total_crime
384,2018,14,Jalisco,14001,Acatic,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,21206,1.0
386,2018,14,Jalisco,14001,Acatic,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,1.0
387,2018,14,Jalisco,14001,Acatic,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21206,5.0
388,2018,14,Jalisco,14001,Acatic,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,1.0
391,2018,14,Jalisco,14001,Acatic,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0,21206,8.0
394,2019,14,Jalisco,14001,Acatic,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,1.0
395,2019,14,Jalisco,14001,Acatic,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,1.0
398,2019,14,Jalisco,14001,Acatic,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0,21206,4.0
402,2019,14,Jalisco,14001,Acatic,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,21206,1.0
403,2019,14,Jalisco,14001,Acatic,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,1,1,1,0.0,4.0,5.0,1.0,3.0,2.0,3.0,2.0,0.0,0,21206,23.0
404,2019,14,Jalisco,14001,Acatic,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,21206,1.0
405,2019,14,Jalisco,14001,Acatic,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,21206,1.0
407,2019,14,Jalisco,14001,Acatic,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,4,1,2,0.0,0.0,0.0,1.0,4.0,3.0,1.0,1.0,1.0,0,21206,18.0
408,2019,14,Jalisco,14001,Acatic,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,1.0
416,2019,14,Jalisco,14001,Acatic,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,21206,1.0
423,2019,14,Jalisco,14001,Acatic,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,21206,2.0
424,2019,14,Jalisco,14001,Acatic,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,0,1,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0,21206,9.0
425,2019,14,Jalisco,14001,Acatic,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,1.0
427,2019,14,Jalisco,14001,Acatic,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,21206,3.0
430,2019,14,Jalisco,14001,Acatic,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,1.0
431,2019,14,Jalisco,14001,Acatic,El patrimonio,Robo,Robo a casa habitación,Con violencia,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,21206,1.0
432,2019,14,Jalisco,14001,Acatic,El patrimonio,Robo,Robo a casa habitación,Sin violencia,0,0,0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,0,21206,18.0
433,2019,14,Jalisco,14001,Acatic,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,1.0
434,2019,14,Jalisco,14001,Acatic,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,21206,2.0
436,2019,14,Jalisco,14001,Acatic,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,1,1,0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0,21206,12.0
440,2019,14,Jalisco,14001,Acatic,El patrimonio,Robo,Robo de autopartes,Sin violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,21206,1.0
441,2019,14,Jalisco,14001,Acatic,El patrimonio,Robo,Robo a transportista,Con violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,21206,1.0
443,2019,14,Jalisco,14001,Acatic,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,1.0
444,2019,14,Jalisco,14001,Acatic,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,1.0
456,2019,14,Jalisco,14001,Acatic,El patrimonio,Robo,Robo a negocio,Sin violencia,0,0,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,4.0
458,2019,14,Jalisco,14001,Acatic,El patrimonio,Robo,Robo de ganado,Sin violencia,0,0,0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0,21206,8.0
459,2019,14,Jalisco,14001,Acatic,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,21206,2.0
465,2019,14,Jalisco,14001,Acatic,El patrimonio,Robo,Otros robos,Con violencia,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,1.0
466,2019,14,Jalisco,14001,Acatic,El patrimonio,Robo,Otros robos,Sin violencia,3,2,2,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0,21206,20.0
467,2019,14,Jalisco,14001,Acatic,El patrimonio,Fraude,Fraude,Fraude,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21206,3.0
468,2019,14,Jalisco,14001,Acatic,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,0,0,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,21206,3.0
469,2019,14,Jalisco,14001,Acatic,El patrimonio,Extorsión,Extorsión,Extorsión,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0,21206,4.0
470,2019,14,Jalisco,14001,Acatic,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,2,6,6,0.0,2.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,0,21206,33.0
471,2019,14,Jalisco,14001,Acatic,El patrimonio,Despojo,Despojo,Despojo,1,0,0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0,21206,8.0
473,2019,14,Jalisco,14001,Acatic,La familia,Violencia familiar,Violencia familiar,Violencia familiar,3,6,1,7.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0,21206,32.0
476,2019,14,Jalisco,14001,Acatic,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,1,1,0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,21206,5.0
480,2019,14,Jalisco,14001,Acatic,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,0,0,1,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0,21206,8.0
481,2019,14,Jalisco,14001,Acatic,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,4,4,4,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0,21206,31.0
482,2019,14,Jalisco,14001,Acatic,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,1.0
485,2019,14,Jalisco,14001,Acatic,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21206,3.0
489,2019,14,Jalisco,14001,Acatic,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,1,0,0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0,21206,7.0
496,2020,14,Jalisco,14001,Acatic,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,1.0
501,2020,14,Jalisco,14001,Acatic,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,4.0
505,2020,14,Jalisco,14001,Acatic,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,2,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,7.0
530,2020,14,Jalisco,14001,Acatic,El patrimonio,Robo,Robo a casa habitación,Sin violencia,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,4.0
531,2020,14,Jalisco,14001,Acatic,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,2.0
532,2020,14,Jalisco,14001,Acatic,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,1.0
534,2020,14,Jalisco,14001,Acatic,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,7.0
553,2020,14,Jalisco,14001,Acatic,El patrimonio,Robo,Robo a negocio,Con violencia,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,1.0
554,2020,14,Jalisco,14001,Acatic,El patrimonio,Robo,Robo a negocio,Sin violencia,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,1.0
564,2020,14,Jalisco,14001,Acatic,El patrimonio,Robo,Otros robos,Sin violencia,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,2.0
565,2020,14,Jalisco,14001,Acatic,El patrimonio,Fraude,Fraude,Fraude,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,3.0
567,2020,14,Jalisco,14001,Acatic,El patrimonio,Extorsión,Extorsión,Extorsión,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,3.0
568,2020,14,Jalisco,14001,Acatic,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,7.0
571,2020,14,Jalisco,14001,Acatic,La familia,Violencia familiar,Violencia familiar,Violencia familiar,5,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,8.0
574,2020,14,Jalisco,14001,Acatic,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,1.0
579,2020,14,Jalisco,14001,Acatic,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,5.0
587,2020,14,Jalisco,14001,Acatic,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21206,2.0
588,2015,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23241,2.0
590,2015,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,23241,1.0
591,2015,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,23241,1.0
594,2015,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,23241,3.0
595,2015,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,23241,1.0
598,2015,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23241,1.0
599,2015,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,1,0,1,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1,23241,9.0
603,2015,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,23241,1.0
620,2015,14,Jalisco,14002,Acatlán de Juárez,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,23241,4.0
628,2015,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo a casa habitación,Sin violencia,2,0,0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1,23241,10.0
629,2015,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23241,2.0
630,2015,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,0,4,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1,23241,13.0
637,2015,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo a transportista,Con violencia,3,3,2,2.0,2.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,1,23241,23.0
638,2015,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo a transportista,Sin violencia,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23241,2.0
639,2015,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23241,3.0
640,2015,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23241,2.0
651,2015,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo a negocio,Con violencia,0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,23241,3.0
652,2015,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo a negocio,Sin violencia,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,23241,2.0
654,2015,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo de ganado,Sin violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,23241,1.0
661,2015,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Otros robos,Con violencia,0,1,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1,23241,4.0
662,2015,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Otros robos,Sin violencia,2,2,1,1.0,5.0,3.0,2.0,6.0,2.0,3.0,5.0,1.0,1,23241,33.0
663,2015,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Fraude,Fraude,Fraude,1,0,0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1,23241,8.0
665,2015,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Extorsión,Extorsión,Extorsión,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23241,1.0
666,2015,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,4,2,2,2.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1,23241,20.0
667,2015,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Despojo,Despojo,Despojo,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,23241,5.0
669,2015,14,Jalisco,14002,Acatlán de Juárez,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1,23241,8.0
672,2015,14,Jalisco,14002,Acatlán de Juárez,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,23241,1.0
676,2015,14,Jalisco,14002,Acatlán de Juárez,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,0,2,0,0.0,5.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,1,23241,15.0
677,2015,14,Jalisco,14002,Acatlán de Juárez,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1,23241,7.0
681,2015,14,Jalisco,14002,Acatlán de Juárez,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,2,2,0,1.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,1.0,1,23241,17.0
683,2015,14,Jalisco,14002,Acatlán de Juárez,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23241,1.0
685,2015,14,Jalisco,14002,Acatlán de Juárez,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,0,1,0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,23241,9.0
686,2016,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,2,1,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1,23241,7.0
689,2016,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23241,1.0
692,2016,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,1,0,2,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,23241,9.0
695,2016,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23241,1.0
696,2016,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,23241,2.0
697,2016,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,1,2,1,3.0,3.0,4.0,8.0,10.0,0.0,11.0,2.0,2.0,1,23241,47.0
698,2016,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,23241,3.0
700,2016,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,23241,1.0
701,2016,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,0,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,23241,5.0
702,2016,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,23241,1.0
704,2016,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23241,1.0
707,2016,14,Jalisco,14002,Acatlán de Juárez,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,23241,1.0
717,2016,14,Jalisco,14002,Acatlán de Juárez,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23241,1.0
718,2016,14,Jalisco,14002,Acatlán de Juárez,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,23241,3.0
721,2016,14,Jalisco,14002,Acatlán de Juárez,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,23241,2.0
726,2016,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo a casa habitación,Sin violencia,2,2,4,2.0,4.0,6.0,2.0,11.0,3.0,8.0,16.0,6.0,1,23241,66.0
727,2016,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1,23241,5.0
728,2016,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,1,2,2,1.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0,2.0,1,23241,25.0
730,2016,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,0,0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,1,23241,8.0
734,2016,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo de autopartes,Sin violencia,0,0,0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1,23241,5.0
735,2016,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo a transportista,Con violencia,1,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,23241,19.0
736,2016,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,23241,1.0
737,2016,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,0,0,0,3.0,0.0,3.0,0.0,1.0,1.0,2.0,4.0,0.0,1,23241,14.0
738,2016,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1,23241,8.0
749,2016,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo a negocio,Con violencia,0,0,0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,1,23241,8.0
750,2016,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo a negocio,Sin violencia,0,0,1,0.0,0.0,0.0,2.0,5.0,1.0,4.0,2.0,0.0,1,23241,15.0
752,2016,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo de ganado,Sin violencia,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23241,4.0
753,2016,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,23241,1.0
754,2016,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23241,1.0
759,2016,14,Jalisco,14002,Acatlán de Juárez,El patrimonio,Robo,Otros robos,Con violencia,0,0,0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1,23241,7.0
